date,PX_OPEN,PX_LAST,PX_HIGH,PX_LOW,VOLUME
2016-05-18,452.71,453.52,457,451.53,7162.257039
2016-05-19,453.52,434.55,454.71,433,30396.81256
2016-05-20,434.99,441.57,443.14,433,14241.01574
2016-05-21,441.57,440.81,442.16,435.3,6222.709276
2016-05-22,440.88,437.48,441,435.1,7236.706016
2016-05-23,437.4,443.51,444.4,436.51,7873.127273
2016-05-24,443.53,445.03,447.85,442.39,8329.833717
2016-05-25,445,449.09,450.51,442.5,12353.39239
2016-05-26,449.09,453.95,454.8,446.01,9517.722139
2016-05-27,453.58,472.01,482.31,453.58,59125.78989
2016-05-28,472.01,526.02,543,471,74521.63291
2016-05-29,527,531,570,512.11,83566.13453
2016-05-30,529.97,532.89,548.5,521.11,32596.67572
2016-05-31,533.14,530.69,546.5,518,49880.61186
2016-06-01,530.69,536.79,546.12,523.75,27816.55857
2016-06-02,536.91,538.8,544,532.37,16882.36888
2016-06-03,538.9,570.87,579.94,535.65,48446.29177
2016-06-04,570.82,572.87,593.89,560.1,39118.52414
2016-06-05,573.08,574.02,586.47,564.64,28143.30108
2016-06-06,574.01,585.34,588.6,573.93,27464.29482
2016-06-07,585.59,576.88,592.08,561.3,36112.75303
2016-06-08,577.23,583.05,585.15,570.62,18084.17616
2016-06-09,583.26,575.52,584.05,569.97,21873.89242
2016-06-10,575.52,580.09,582.43,572.5,16178.04239
2016-06-11,580.08,614.51,615,579.29,28441.70391
2016-06-12,614.51,672,685,601.34,116432.0403
2016-06-13,671.98,705.87,719,658,117683.1762
2016-06-14,705.87,684.5,705.88,656.51,65715.57002
2016-06-15,684.5,696.99,699.4,667.89,34104.05155
2016-06-16,698,769.5,779,697.31,123792.1033
2016-06-17,769.46,747.95,780,702.01,97376.65113
2016-06-18,747.7,757.6,789.78,720,66955.08892
2016-06-19,757.63,767.3,775,739,26699.531
2016-06-20,767.31,743.9,767.77,721,46264.53576
2016-06-21,742.98,668.6,742.98,635.37,102133.4348
2016-06-22,669,605.85,688.32,588.88,100527.2434
2016-06-23,605.87,625.8,639,555.56,122951.1963
2016-06-24,625.8,665.5,679.99,625.79,92367.92349
2016-06-25,665.99,664.87,698,640.11,55625.81219
2016-06-26,664.38,627.42,668.01,614.33,45122.51971
2016-06-27,627.75,662.33,662.33,616.07,46177.36715
2016-06-28,662.28,646.61,664.26,631.65,35578.38731
2016-06-29,646.22,640,646.25,621.58,33257.9732
2016-06-30,640.29,674.74,677.47,635.57,40248.02351
2016-07-01,674.57,674.75,690.62,667.61,41619.56329
2016-07-02,675.04,705.99,706,673.36,29202.51845
2016-07-03,705.99,659.29,706.98,644.1,44643.74664
2016-07-04,659.33,681.34,684.44,644.46,23524.41815
2016-07-05,681.35,667.8,682.7,655.3,17404.86099
2016-07-06,667.77,677.04,682.9,666.71,15922.7377
2016-07-07,677.35,640.51,682,610.1,75728.02668
2016-07-08,640.33,664.8,666.66,633.75,32848.48926
2016-07-09,664.42,648.11,664.43,620,46883.15868
2016-07-10,648.12,649.72,651.47,636.09,10274.86472
2016-07-11,649.08,647.95,662.6,643.4,13920.79218
2016-07-12,648.19,667.19,679.9,645.45,30215.61142
2016-07-13,667.07,653.7,669.87,652.51,17511.7916
2016-07-14,653.61,659.78,667.5,649.89,20197.93077
2016-07-15,660.18,665.5,669.95,658.11,9472.169584
2016-07-16,665.5,665.33,669.65,659.12,5924.144145
2016-07-17,665.33,683.2,689.96,663.61,20414.44363
2016-07-18,683.18,674.3,686.74,666.02,18078.66363
2016-07-19,674.31,675,678.59,665,10947.29773
2016-07-20,675.3,665.85,676,661,12852.46911
2016-07-21,665.91,665.01,668,654.97,10702.0056
2016-07-22,665.01,648.04,668,639.41,27841.92311
2016-07-23,648.11,654.03,657.13,644.97,10004.54717
2016-07-24,654.9,661.82,664.15,650.52,14018.78565
2016-07-25,661.73,654.17,664.41,646.22,14838.3411
2016-07-26,653.91,648.47,657.61,640.56,20359.80927
2016-07-27,648.1,655.51,662.78,646.44,13286.8644
2016-07-28,655.5,655.93,659.67,652.52,8880.202421
2016-07-29,656.52,658.34,660.49,654.54,9227.871506
2016-07-30,658.32,654.99,660.46,647.79,8090.960485
2016-07-31,654.99,622.83,655.17,621.25,33255.80468
2016-08-01,622.83,608.29,627.35,605.01,31426.51603
2016-08-02,608.24,604.1,615.29,595,33013.96234
2016-08-10,579,590.28,614.5,579,21352.11112
2016-08-11,590.5,591.27,599.75,584.59,15295.56243
2016-08-12,591.26,585.5,593,584,6287.9876
2016-08-13,585.5,583.73,590.02,582,6420.322837
2016-08-14,583.73,569.41,583.75,564,7530.309042
2016-08-15,569.65,564.64,575.75,562.99,7650.169517
2016-08-16,564.55,574.17,579,564,6221.584671
2016-08-17,574.23,571.83,578.5,569,5033.031213
2016-08-18,571.95,572.21,578.75,569.71,6000.622989
2016-08-19,572.33,573.51,577.25,570.82,2942.517267
2016-08-20,573.61,582.1,582.75,571.25,3326.814862
2016-08-21,582.01,581.42,584.27,580,2425.607211
2016-08-22,581.5,588.01,589.99,581.28,4623.227078
2016-08-23,588.01,583.54,590.69,581.1,4803.806735
2016-08-24,583.55,580.32,586.91,580,5052.56706
2016-08-25,580.23,577.2,581.14,574.01,3571.552716
2016-08-26,576.89,578.02,579.51,575.06,1769.100702
2016-08-27,578.09,568.55,578.99,567.23,2258.285485
2016-08-28,568.45,574.17,574.54,568.18,1518.129512
2016-08-29,574.26,574.78,578.1,573.01,2800.790538
2016-08-30,574.75,579.49,580.28,574.07,3195.799814
2016-08-31,579.37,576.15,579.52,572.02,3511.253862
2016-09-01,576.27,572.73,577.98,571.43,3616.494531
2016-09-02,572.73,579.85,581.23,570.61,5670.916866
2016-09-03,579.85,609.89,615,576.04,8205.252574
2016-09-04,610,614.52,618.65,601.83,5061.103884
2016-09-05,614.51,611.5,615.68,603.84,5077.207911
2016-09-06,612.24,615.23,617.53,609.7,3089.900301
2016-09-07,615.3,619.75,620.85,610.83,5526.088154
2016-09-08,619.95,631.73,636.16,617.12,8271.439938
2016-09-09,631.73,626.25,633.81,621.24,4272.066724
2016-09-10,626.36,628,629.65,624.68,4044.144258
2016-09-11,628,612.08,635,595.36,9640.781543
2016-09-12,612.08,611.62,615.21,608.01,4972.782787
2016-09-13,611.64,614.23,640,610,7273.90803
2016-09-14,614.25,613.88,617.38,612.01,5932.201443
2016-09-15,613.88,611.81,617.93,611,4374.861248
2016-09-16,611.81,610.01,614.22,609.54,3703.332128
2016-09-17,610,607.69,610.75,604.96,3566.49932
2016-09-18,607.98,613.03,616.34,607.18,2932.957932
2016-09-19,613.03,609.79,615.05,608.6,2956.9664
2016-09-20,609.79,600.14,612.01,600.01,3414.859851
2016-09-21,600.13,597.43,601.18,591,7658.451694
2016-09-22,597.43,597.08,598.7,595.92,2333.425311
2016-09-23,597.08,603.29,603.99,595.95,1957.411008
2016-09-24,603.28,602.55,606,601,943.403307
2016-09-25,603.01,600.36,603.99,597.3,1385.718045
2016-09-26,600.24,609.14,610.1,599.86,3113.730873
2016-09-27,608.94,605.53,609.91,602.01,3196.800567
2016-09-28,605.5,603.76,605.77,603.07,2052.84259
2016-09-29,604.01,604.6,607.96,603.04,3144.330702
2016-09-30,604.6,611.1,613.27,603.99,2363.9077
2016-10-01,611.1,614.09,616.87,611.1,1900.060052
2016-10-02,614.08,609.09,614.21,575,4967.641681
2016-10-03,608.98,612.67,618,608.91,3284.722178
2016-10-04,612.68,610.98,614.11,609.63,4006.496963
2016-10-05,610.71,614.09,617.28,610,3411.107041
2016-10-06,614.3,613.51,615.9,612.68,3075.057597
2016-10-07,613.95,620.13,621.71,613,4853.354653
2016-10-08,619.99,620.5,622.87,617.91,3113.236697
2016-10-09,620.7,616.56,620.91,614.01,2735.938973
2016-10-10,616.55,618.87,620,615.91,3178.066558
2016-10-11,618.87,641.87,646.86,618.06,12434.74757
2016-10-12,642,637.63,644.07,636.91,3854.247786
2016-10-13,637.62,637.01,644.29,636.38,5009.933792
2016-10-14,637.01,643,645.4,636.72,6637.090713
2016-10-15,642.74,640.2,645.69,637.91,2402.262426
2016-10-16,640.42,644.18,645.8,639.82,2389.290656
2016-10-17,644.17,639.79,644.56,637.58,5018.031772
2016-10-18,639.71,638.68,641.98,632.93,6087.911737
2016-10-19,638.69,631.77,644,627.84,8991.461845
2016-10-20,631.56,632.46,633.61,628,3336.853393
2016-10-21,632.46,636.73,639,632,7218.712387
2016-10-22,635.91,664.99,672.2,635.06,10094.58498
2016-10-23,664.99,659.03,671.4,656.04,5729.983524
2016-10-24,658.36,654.65,659.41,654.01,5695.450238
2016-10-25,654.35,659.52,670,652.6,5525.770698
2016-10-26,659.49,678.7,685.84,658.46,11694.72076
2016-10-27,678.7,688.67,690.92,676.69,12929.47409
2016-10-28,688.29,693.47,695.34,681.08,10104.62726
2016-10-29,693.32,714.51,724,691.42,15281.35978
2016-10-30,714.74,702.55,716.66,696.96,12196.45481
2016-10-31,702.57,701.02,709,687.6,8567.859717
2016-11-01,701.01,734.6,746.55,701.01,22309.54256
2016-11-02,734.6,750.85,751.47,723.59,9392.429127
2016-11-03,751.1,692.51,754.66,676,28203.16503
2016-11-04,692.66,707.62,710.9,686.42,14558.28566
2016-11-05,708.15,708.89,713.88,700.82,6022.259966
2016-11-06,709.14,713.95,721.61,700.01,7163.328969
2016-11-07,713.8,705.55,713.8,700.02,3788.612455
2016-11-08,705.42,711.99,717.99,703,9870.580002
2016-11-09,711.98,724.54,743.06,708.5,15100.09957
2016-11-10,723.37,714.87,725,709.13,4457.544065
2016-11-11,714.87,716.22,719.37,712.03,4914.198729
2016-11-12,716.61,703.57,716.99,700.1,5914.206992
2016-11-13,703.56,703.64,706.47,687.6,8691.960064
2016-11-14,703.61,707.43,709.91,698.76,6011.546517
2016-11-15,707.44,712.17,720.05,707.4,7936.330432
2016-11-16,712,744.98,747.49,710,17948.50671
2016-11-17,744.98,740.67,763.85,735,14889.30875
2016-11-18,740.01,753.97,759.89,734.5,6962.710857
2016-11-19,753.91,752.9,759.99,740,6044.662876
2016-11-20,752.17,729.67,757,711.16,13912.62381
2016-11-21,729.68,738.99,740.6,728.08,7200.785115
2016-11-22,739,749.85,753.91,733.25,9485.31654
2016-11-23,749.85,742,750.91,730.79,5581.257493
2016-11-24,741.99,737.61,744.32,727.61,6069.217533
2016-11-25,737.67,740.36,741.12,730,4062.259137
2016-11-26,739.77,731.19,740.99,720,4490.186856
2016-11-27,731.27,724.9,736.19,722.5,3495.317801
2016-11-28,724.99,731.52,734.99,724.99,4139.058986
2016-11-29,731.52,731.05,734.89,728.68,5649.696318
2016-11-30,731.06,739,743.14,728.98,5529.651952
2016-12-01,739,755.36,756,738.8,13400.31286
2016-12-02,755.42,774.88,779.21,755.15,13415.18994
2016-12-03,774.87,765.46,774.87,755.98,5730.443186
2016-12-04,765.98,768.5,769.99,758.82,4202.675895
2016-12-05,768.5,750.62,769,744.59,10067.8722
2016-12-06,750.85,757.36,758.5,750.44,5279.31102
2016-12-07,757.18,765.01,774.92,746.16,10694.95442
2016-12-08,765.02,765.01,773.2,762.66,4751.019449
2016-12-09,765.01,770.5,772.72,765,3651.765071
2016-12-10,770.5,772.9,777.77,769.99,3364.776
2016-12-11,773.01,770.21,773.73,761.84,4144.94343
2016-12-12,770.21,777.99,785,770.21,6758.339762
2016-12-13,777.99,775,788.87,762.89,5581.844003
2016-12-14,775,774.49,781.16,771.15,3680.695691
2016-12-15,774.5,777.43,780.12,774.5,3184.82203
2016-12-16,777.78,784.17,785.06,775.85,4774.942176
2016-12-17,784.17,790.99,793,782.93,6201.337735
2016-12-18,790.99,790.21,792.8,784.36,2432.001158
2016-12-19,790.18,790.59,792.27,787.75,2153.173421
2016-12-20,790.59,797.99,802.33,787.86,6992.559286
2016-12-21,797.99,829.34,830.5,794.95,16218.64051
2016-12-22,829.33,859.2,874,825,15249.7644
2016-12-23,859,918.99,920,859,26032.66404
2016-12-24,917.29,895.24,919.99,882.41,7388.143102
2016-12-25,895.31,898,904.55,858.62,12044.63319
2016-12-26,898,906.4,920,894.21,11822.15681
2016-12-27,906.37,936.43,940,903.51,9187.271647
2016-12-28,936.42,981.7,983,935.93,20822.76642
2016-12-29,981.7,974.74,983,945,22557.86308
2016-12-30,973.41,959.26,974.32,929.5,19356.95874
2016-12-31,959.19,966.58,968.2,945.01,7156.027717
2017-01-01,966.61,998.99,1006.5,961.26,13441.14898
2017-01-02,999,1019.3,1035,994.1,21808.63451
2017-01-03,1019.6,1037.5,1040,1013.5,14107.95571
2017-01-04,1037.6,1139.6,1150,1036.4,53728.83877
2017-01-05,1138.3,1003.2,1166,850.79,91204.82487
2017-01-06,1003.8,898.5,1025,871,57405.14505
2017-01-07,898.2,908,911.09,815,40602.99826
2017-01-08,908.03,915.9,943.6,890,30742.59543
2017-01-09,915.9,903,916.7,875,16587.34369
2017-01-10,903.01,905.76,918,895.48,12138.62205
2017-01-11,905.76,779.54,923.66,760,62866.9394
2017-01-12,779.54,804.58,831.18,735,35912.5332
2017-01-13,804.58,828.12,832.39,775.61,25872.96063
2017-01-14,827.22,815.3,838.54,800.03,12532.91802
2017-01-15,816.7,820.74,823,805.03,5392.398236
2017-01-16,821.16,830.1,837.97,813.94,7652.416471
2017-01-17,830,903.99,910.8,828,27345.22656
2017-01-18,903.99,887.46,913.85,847.23,21304.1074
2017-01-19,887.49,900.29,910.03,883.49,15082.09729
2017-01-20,901.56,895.74,904.99,883.06,9494.963783
2017-01-21,896.14,924.02,931.01,893.89,12173.61852
2017-01-22,924.3,923.72,939.9,892,21843.9628
2017-01-23,923.72,908.52,928.87,905.99,9766.878327
2017-01-24,908.36,886.1,927.34,884.2,20709.83547
2017-01-25,886.45,893.35,899.61,884.2,10476.73117
2017-01-26,893.9,915.12,917.64,893.49,9821.497599
2017-01-27,915.1,916.7,922.16,905,10140.89978
2017-01-28,916.98,919.43,923.99,915.01,3614.961338
2017-01-29,919.48,912.55,922.99,910.72,2700.815995
2017-01-30,912.56,917.35,920.89,910.01,3459.909377
2017-01-31,917.35,966.19,969.4,916.75,19636.05165
2017-02-01,966.2,983.73,985,960.1,11349.86243
2017-02-02,983.75,1007,1010.6,970.1,17790.55877
2017-02-03,1007,1015.7,1020.5,986.11,18970.00292
2017-02-04,1015.8,1031.1,1040,1001.6,17193.3583
2017-02-05,1030.9,1006.6,1033,995.1,16188.32221
2017-02-06,1007,1022.6,1026.3,1006,8898.684434
2017-02-07,1022.8,1052.1,1056.4,1021.7,15185.97338
2017-02-08,1052.5,1048.8,1070,1006.5,23087.43182
2017-02-09,1049,984.97,1078,936.34,59960.08009
2017-02-10,984.97,992,1002,949.36,24479.88643
2017-02-11,992.02,1000.1,1009,984.01,9333.99287
2017-02-12,1000,996.01,1005.8,992.33,4334.144182
2017-02-13,996,996.5,1004.8,974.22,9050.852296
2017-02-14,996.52,1013.3,1019,988.6,12201.41659
2017-02-15,1013.4,1013.9,1018.2,1002.3,5612.053353
2017-02-16,1013.9,1038.5,1045.8,1013.9,11260.04584
2017-02-17,1037.2,1056.2,1067.4,1033.1,16170.48965
2017-02-18,1056.9,1059.7,1071.1,1053.1,7148.619405
2017-02-19,1059.1,1056.2,1066,1045,6437.650123
2017-02-20,1056.3,1091.2,1110,1040.1,13291.40599
2017-02-21,1091.8,1129.6,1134,1085,24501.72301
2017-02-22,1130.1,1125.5,1140,1106.4,14325.96465
2017-02-23,1125.6,1189.8,1197,1116.5,26155.64695
2017-02-24,1189.5,1185.4,1222.4,1110,48194.73429
2017-02-25,1185.4,1153,1189.9,1131.3,16284.70208
2017-02-26,1153,1178.3,1186.1,1130.7,11081.04642
2017-02-27,1178.7,1195.5,1204,1170,11761.46289
2017-02-28,1195.7,1189.1,1216,1176.6,17472.57655
2017-03-01,1189.1,1233.2,1236.4,1186,22515.14374
2017-03-02,1233.7,1258,1285.9,1212,30567.99576
2017-03-03,1258.5,1289.2,1294.9,1256,22291.04175
2017-03-04,1289.2,1267.8,1291.9,1240,15548.98973
2017-03-05,1267,1278.4,1279.9,1245,9315.379858
2017-03-06,1278.5,1279.2,1287.8,1268,9601.033621
2017-03-07,1279.3,1232.4,1282,1185,42010.77346
2017-03-08,1232.3,1150,1243.6,1142.1,46839.64627
2017-03-09,1149.4,1190.4,1207.6,1136,24142.69865
2017-03-10,1190.3,1115.4,1339.9,958.5,104909.7717
2017-03-11,1113,1172.4,1196.6,1101.2,31258.18932
2017-03-12,1172.5,1224.4,1232.7,1166.8,18976.81818
2017-03-13,1224.4,1238.5,1247.3,1206.7,23066.99796
2017-03-14,1238.5,1245,1258.8,1218.9,17971.76324
2017-03-15,1244.4,1256.2,1263.9,1241,15839.62474
2017-03-16,1257.1,1168.6,1259.7,1132.5,51470.95183
2017-03-17,1169.1,1070.4,1169.8,1065,59231.71537
2017-03-18,1067.8,971.51,1097.9,935.11,87862.7376
2017-03-19,971.63,1016.5,1059,969.4,40547.80017
2017-03-20,1016.1,1040.5,1054.2,1011,20542.76197
2017-03-21,1040.5,1115.9,1122.3,1039,33405.3452
2017-03-22,1115.7,1039.1,1116,985.55,41325.11953
2017-03-23,1039.3,1032.7,1055,1018,19321.73705
2017-03-24,1032.7,942.13,1034.6,928,43525.11623
2017-03-25,942.14,972.17,981,888.2,46012.43192
2017-03-26,972.17,968.9,1006,950.1,33261.23717
2017-03-27,969,1042.7,1046.9,960.1,31918.34553
2017-03-28,1042.8,1044.7,1068.9,1016.2,25249.28778
2017-03-29,1044.3,1041.8,1059,1008.5,22321.19138
2017-03-30,1041.7,1041.2,1053.5,1021.2,24804.75744
2017-03-31,1041.2,1081.5,1089.4,1035,27501.30773
2017-04-01,1081.3,1093.5,1106.9,1070,16999.27799
2017-04-02,1093.3,1107.5,1118.2,1080.9,20419.58345
2017-04-03,1107.6,1150.1,1159.9,1107.5,30421.87752
2017-04-04,1150.2,1145.8,1165.6,1124,21160.72292
2017-04-05,1145.7,1140.4,1146.7,1111.2,22550.24328
2017-04-06,1140.5,1191.5,1206.4,1140.3,32172.39775
2017-04-07,1191.5,1196.6,1209,1176.7,20436.90678
2017-04-08,1196.4,1188.1,1202.9,1171,11020.461
2017-04-09,1188.1,1215.9,1226.9,1179.4,16311.44101
2017-04-10,1216.3,1220.3,1229.9,1208,11550.76844
2017-04-11,1220.2,1235.6,1244.7,1209.1,9556.439376
2017-04-12,1236,1227.4,1244.3,1221,12009.36822
2017-04-13,1227.4,1186.9,1235.3,1163.3,19137.2805
2017-04-14,1189.2,1206.8,1219.2,1184,12312.66933
2017-04-15,1206.7,1193.3,1215,1190,9146.272308
2017-04-16,1194,1212,1217.6,1190.1,4501.301401
2017-04-17,1212.5,1240,1247,1202,15156.76221
2017-04-18,1240,1265.4,1274.8,1237,16135.94721
2017-04-19,1265.2,1260.5,1272,1254.3,7585.47446
2017-04-20,1260.5,1308.5,1326.9,1259.9,15619.65294
2017-04-21,1308.5,1327,1333.1,1307,7996.062821
2017-04-22,1327,1346.4,1354.9,1290,12373.8102
2017-04-23,1345.4,1355.2,1359,1336,7747.284953
2017-04-24,1355.3,1345,1359.6,1325,7914.957404
2017-04-25,1345,1371.1,1378.5,1342.1,8274.250318
2017-04-26,1372.1,1400,1411.7,1362.3,11805.385
2017-04-27,1399.3,1440.3,1449.7,1392.5,10395.02292
2017-04-28,1440.5,1415.6,1447,1366,14015.43951
2017-04-29,1415.9,1423.6,1439.5,1400.1,8767.247284
2017-04-30,1425.4,1435,1443.7,1400.1,8518.99892
2017-05-01,1435.3,1533,1560,1432,22304.38776
2017-05-02,1533,1558.5,1604.6,1473,16733.9476
2017-05-03,1560,1619,1627,1541.9,17068.49028
2017-05-04,1619.6,1607.1,1702,1519,31487.73395
2017-05-05,1607.2,1545.1,1665.9,1505,32641.02705
2017-05-06,1545,1597,1605.1,1540.1,14017.3669
2017-05-07,1597,1619.9,1632.5,1575.1,13909.04678
2017-05-08,1620,1703.5,1715,1618.9,19909.47186
2017-05-09,1703.4,1760,1815,1695.1,31202.81049
2017-05-10,1760,1796.9,1817.4,1722.3,18622.84845
2017-05-11,1796.1,1853.9,1908.1,1763.6,24389.69494
2017-05-12,1855,1735,1864.8,1700.2,21397.59752
2017-05-13,1733.7,1819.5,1825,1666,16604.1258
2017-05-14,1820.6,1827.3,1852.4,1775.2,11331.54939
2017-05-15,1827.3,1772,1830.4,1719,15744.1262
2017-05-16,1772,1786.2,1795.1,1728,9553.876844
2017-05-17,1785.4,1870,1894,1766.3,15843.52867
2017-05-18,1870,1941.5,1954.6,1861,12907.31444
2017-05-19,1941.9,1966.5,2000,1925,23001.54277
2017-05-20,1966.5,2059.3,2072.2,1962.9,21690.02239
2017-05-21,2059.3,2026.6,2099.1,2000.1,17221.87868
2017-05-22,2027,2087.3,2222.2,1978,57242.1146
2017-05-23,2087.3,2249.6,2264.2,2060,22521.55914
2017-05-24,2249.2,2395.5,2444.9,2246.1,29621.02784
2017-05-25,2395.5,2268.1,2690,2141.1,55155.58771
2017-05-26,2268.2,2125.9,2477,2007,39695.54804
2017-05-27,2126,1980.2,2210.8,1810,47142.41211
2017-05-28,1979.9,2056.9,2194.4,1950,25758.38871
2017-05-29,2056.8,2207.4,2249.8,1990,16457.50196
2017-05-30,2207,2146.7,2265,2080.1,21448.6335
2017-05-31,2146.8,2191.8,2241,2000,21235.80538
2017-06-01,2191.600755,2312,2368.2,2187.3,18959.51293
2017-06-02,2311.9,2405.9,2408,2262.8,12549.64323
2017-06-03,2404.7,2461,2481.2,2347.6,10767.98191
2017-06-04,2461.6,2488.2,2498,2365,11880.38342
2017-06-05,2488.2,2636.9,2649.5,2480,15390.90318
2017-06-06,2636.7,2844.6,2899.7,2620,42687.66879
2017-06-07,2844.7,2644,2850,2600.1,22094.39853
2017-06-08,2644.1,2781.5,2789.5,2527,16977.81609
2017-06-09,2783.2,2809,2849.8,2763.9,9521.116767
2017-06-10,2809,2806,2890.5,2711.1,16167.31573
2017-06-11,2810.6,2941.8,3003,2793.4,19034.13682
2017-06-12,2938.8,2569.6,2962.2,2284.4,48340.94769
2017-06-13,2569,2677.1,2730,2528.1,23172.05888
2017-06-14,2677.1,2394.3,2722.422782,2280,34717.77384
2017-06-15,2393.3,2377.5,2455,2046,55839.12799
2017-06-16,2378.7,2437.5,2487,2257.8,22402.38793
2017-06-17,2437.5,2610.1,2636.9,2368.1,16637.61754
2017-06-18,2610,2491.4,2640,2420,19988.15666
2017-06-19,2491.5,2582,2593.9,2480,13719.3025
2017-06-20,2582,2714.5,2780,2568.2,20548.87917
2017-06-21,2713.6,2624.4,2760,2572.3,24534.64226
2017-06-22,2621.9,2672.8,2709,2554.8,15181.54911
2017-06-23,2672.8,2674.9,2726,2652,8139.412746
2017-06-24,2673.1,2502.6,2700,2452.869207,16770.84545
2017-06-25,2504.9,2483.3,2595,2368.3,18137.882
2017-06-26,2483,2393.6,2510.4,2258.7,36367.69576
2017-06-27,2393.5,2521.2,2524,2207.8,33486.18234
2017-06-28,2521.2,2518.2,2566.8,2403.2,21827.31365
2017-06-29,2518.5,2472.4,2537.8,2424,12961.95237
2017-06-30,2472.3,2420.6,2511.1,2404,10401.10294
2017-07-01,2420.6,2346.2,2441,2291,15078.96352
2017-07-02,2346.1,2445.1,2476.3,2302,12034.38847
2017-07-03,2445.1,2524,2587.4,2416.2,16140.02672
2017-07-04,2525.7,2579.9,2628.6,2511,15748.26775
2017-07-05,2579.9,2598.6,2619,2477.9,13534.2209
2017-07-06,2598.5,2593.2,2607.1,2546,9831.805009
2017-07-07,2592.9,2479.3,2598.8,2447,17684.01876
2017-07-08,2479.4,2542,2542.6,2436.1,9695.566666
2017-07-09,2542,2477.9,2555.7,2470.8,7783.158004
2017-07-10,2480.5,2318.3,2499.9,2236.6,28087.99805
2017-07-11,2318.3,2283.8,2375,2182,33052.19044
2017-07-12,2285.5,2375.6,2397,2190,21670.26048
2017-07-13,2374.2,2330.1,2400,2293.1,18420.25303
2017-07-14,2330.1,2206.5,2345.6,2138,27737.40511
2017-07-15,2206.5,1978.6,2210.1,1975.1,41756.10334
2017-07-16,1978.5,1925,2051.1,1826.2,53021.70937
2017-07-17,1925,2220,2223.5,1923.2,40491.97402
2017-07-18,2220,2302.8,2380.2,2139,44173.71438
2017-07-19,2300.4,2253.4,2400,2213.9,35723.08735
2017-07-20,2253.3,2865.1,2922,2253.3,83576.70121
2017-07-21,2874.4,2659,2890,2615,57421.33484
2017-07-22,2659.7,2844.7,2917,2642.8,35233.48963
2017-07-23,2844.7,2750.1,2877.5,2655,35184.98212
2017-07-24,2749.2,2769.7,2812,2707.1,20704.17809
2017-07-25,2769.7,2560.9,2790.1,2417,56100.38384
2017-07-26,2560.9,2527.73812,2612,2404,34182.49179
2017-07-27,2527.73812,2664.6,2682.2,2511,31351.53803
2017-07-28,2664.6,2784.8,2820,2655.5,40535.16793
2017-07-29,2784.9,2713.1,2794.2,2662,24269.79378
2017-07-30,2713.3,2748.2,2760,2582.9,34957.0596
2017-07-31,2748.2,2854.3,2883.5,2694.4,27572.20108
2017-08-01,2854.1,2731.3,2902.2,2604,42307.8092
2017-08-02,2731.9,2702,2758,2610,23762.21734
2017-08-03,2702.2,2790.3,2820,2698,16855.0377
2017-08-04,2790.4,2860,2876,2762.1,18994.721
2017-08-05,2860,3252.3,3339.5,2853.3,50558.24085
2017-08-06,3252.3,3232.1,3315.5,3155.8,16949.87412
2017-08-07,3232,3396,3440,3190,24533.43664
2017-08-08,3395.9,3415,3483.8,3340,31720.31265
2017-08-09,3415,3340.4,3430,3235.1,26260.31204
2017-08-10,3340.3,3405,3447,3310,19129.99939
2017-08-11,3404.9,3643.4,3695,3380,26420.38189
2017-08-12,3642.4,3866.2,3970.1,3589.5,37660.64034
2017-08-13,3865.7,4061.6,4190,3834.2,48212.99472
2017-08-14,4061,4320.8,4330.3,3951,34185.63061
2017-08-15,4321,4151.8,4430,3832.5,64111.03448
2017-08-16,4151.9,4386.4,4405,3925.1,35292.30925
2017-08-17,4386.3,4263,4492.3,4152,40307.0372
2017-08-18,4262.9,4090.1,4360,3954,46806.57024
2017-08-19,4090.1,4145,4187,3907,41765.2744
2017-08-20,4145.1,4063.1,4199.9,3975.1,25124.94564
2017-08-21,4059.6,3998.2,4094.7,3951,26586.21907
2017-08-22,3997.6,4081.9,4141.9,3599,61727.79501
2017-08-23,4083.9,4130.2,4255.2,4045,27484.37736
2017-08-24,4130.8,4322.1,4381,4089.9,22041.11871
2017-08-25,4322.1,4351.5,4464.2,4250,27756.98849
2017-08-26,4351.4,4340.4,4364,4240.7,14795.77225
2017-08-27,4341.5,4332.8,4406.7,4304.4,11162.92616
2017-08-28,4333.8,4385.1,4395.5,4175,21224.24668
2017-08-29,4385.2,4587.1,4648.8,4325.1,32703.08253
2017-08-30,4587.1,4568,4643,4481,17065.10091
2017-08-31,4568,4718.3,4749.9,4566.9,18467.69958
2017-09-01,4718.2,4907.7,4936.9,4660,28785.25416
2017-09-02,4909.2,4532.3,4970,4400.1,54967.19887
2017-09-03,4534.3,4598.5,4699.9,4331,33548.78863
2017-09-04,4598,4205,4611.6,4052,59087.37649
2017-09-05,4207.5,4375,4471,3900.1,57726.33956
2017-09-06,4375,4595.8,4633.7,4352.4,38993.89335
2017-09-07,4592.6,4613.7,4675,4455.1,23131.92973
2017-09-08,4613.6,4304,4694.9,4105,60942.90237
2017-09-09,4304.1,4315.9,4395.2,4151,31108.57266
2017-09-10,4315.4,4233.9,4330,3974.1,45876.53276
2017-09-11,4233.5,4198.7,4383.2,4123,30897.42091
2017-09-12,4200.5,4149.4,4379,4050,40047.82708
2017-09-13,4149.4,3849.7,4160,3731.7,71503.22762
2017-09-14,3849.7,3235.3,3917.2,3204.7,127510.7238
